没 + 有<br>我没有钱 。		- Negation of 'you' with 'mei'<br>- The verb 有 (yǒu) is negated differently from ordinary verbs. Rather than placing 不 (bù) before it as with other verbs, you must use 没 (méi) to negate the verb 有 (yǒu).<br>- Nearly all verbs can benegated with 不 (bù). The verb 有 (yǒu) is an important exception to this rule, and must be negated with 没 (méi).<br>- 没 + 有 (+ Obj.)<br>- Note: because of the special relationship between 没 (méi) and 有 (yǒu), the pinyin for 没有 is normally written without a space: 'méiyǒu.'<br><ruby>我没有问题。<rt>Wǒ méiyǒu wèntí.</rt></ruby><br>I don't have any questions.<br><ruby>我们 现在没有钱。<rt>Wǒmen xiànzài méiyǒu qián.</rt></ruby><br>We don't have money now.<br><ruby>他没有工作 吗？<rt>Tā méiyǒu gōngzuò ma? </rt></ruby><br>Does he not have a job? <br><hr><br>- Remember that trying to negate 有 (yǒu) with 不 (bù) is a classic mistake that many people make in the early stages of studying Chinese:<br>- Never use 不 (bù) with 有 (yǒu).<br>- 没有 (méiyǒu) can be shortened to 没 (méi) without altering its meaning.<br><ruby>我没钱。<rt>Wǒ méi qián.</rt></ruby><br>I don't have money.<br><ruby>你没男朋友 吗？<rt> Nǐ méi nánpéngyou ma?</rt></ruby><br>Do you not have a boyfriend?<br><ruby>你们没车 吗？<rt>Nǐmen méi chē ma?</rt></ruby><br>You don't have a car?<br><hr>	https://resources.allsetlearning.com/chinese/grammar/ASGPNV3Q		{}
不 + Verb / Adj.<br>他们不是 坏 孩子。		- Standard negation with 'bu'<br>- 不 (bù) is generally used to negate averbin the present or future, or to talk about what you do not do, as a habit. So expressing things like 'I don't want to go' or 'I'm not going' or 'I don't eat meat' would be typical uses of 不 (bù).<br>- The standard way to negate verbs in Chinese is with 不 (bù). To negate a verb, simply place 不 (bù) before it:<br>- Subj. + 不 + Verb + Obj.<br><ruby>他们不是坏 孩子。<rt>Tāmen bù shì  huài háizi.</rt></ruby><br>They are not bad kids.<br><ruby>我们不喝酒。<rt>Wǒmen bù hējiǔ.</rt></ruby><br>We don't drink alcohol.<br><ruby>我 今天不想 工作。<rt>Wǒ jīntiān bù xiǎng gōngzuò.</rt></ruby><br>I don't want to work today.<br><hr><br>- Almost all verbs can be negated with 不 (bù) (unless you're talking about the past). The only verb that can never be negated with 不 (bù) is有 (yǒu).<br><hr><br>- As it turns out, the structure with anadjectiveis basically the same as the one with a verb.<br>- Subj. + 不 + Adj.<br><ruby>我不饿。<rt>Wǒ bù è.</rt></ruby><br>I'm not hungry.<br><ruby>这 个不贵。<rt>Zhège bù guì.</rt></ruby><br>This is not expensive.<br><ruby>公司不大。<rt>Gōngsī bù dà.</rt></ruby><br>The company is not big.<br><hr>	https://resources.allsetlearning.com/chinese/grammar/ASGIPYFV		{}
都 + Verb / Adj.<br>我们都住 在 上海。		- The 'all' adverb 'dou'<br>- The adverb 都 (dōu) is used to express 'all' in Chinese. It's common to use 都 (dōu) in a variety of sentences where it would seem unnecessary in English.<br>- Subj. + 都 + [Verb Phrase]<br>- Remember that 都 (dōu) appearsafterthe subject. A common mistake learners make is to put 都 (dōu) at the beginning of the sentence (as 'all' often appears there in English). This isn't good Chinese - make sure you put 都 (dōu) after the subject and before the verb.<br><ruby>你们都认识 John 吗 ？<rt>Nǐmen dōu rènshi John ma?</rt></ruby><br>Do you all know John? <br><ruby>他们都在 上海 。<rt>Tāmen dōu zài Shànghǎi.</rt></ruby><br>They are all in Shanghai.<br><ruby>明天 我们都可以 去 。<rt>Míngtiān wǒmen dōu kěyǐ qù.</rt></ruby><br>Tomorrow we all can go.<br><hr><br>- Chinese doesn't normally use a special word for 'both' like English does.  It just uses 都 (dōu) as if it were any other number greater than one.  Chinese also doesn't have a special pattern like 'neither / nor' for the negative case.  Just use 都 (dōu) and make the sentence negative.<br>- Subj. + 都 + [Verb Phrase]<br>- This pattern should look familiar.<br>- These examples follow exactly the same form in Chinese as the ones above.  The only difference is that here we don't translate 都 (dōu) as 'all' in English; we translate it as 'both,' and for negative cases, we translate it as 'neither.'<br><ruby>我们 两 个都爱 你 。<rt>Wǒmen liǎng gè dōu ài nǐ.</rt></ruby><br>The two of us both love you.<br><ruby>你 爸爸 和 你 妈妈都是 美国人 吗？<rt> Nǐ bàba hé nǐ māma dōu shì Měiguó rén ma?</rt></ruby><br>Are your father and your mother both Americans? <br><ruby>我 和 我 太太都不 吃 肉。<rt>Wǒ hé wǒ tàitai dōu bù chī ròu.</rt></ruby><br>Neither my wife nor I eat meat.<br><hr>	https://resources.allsetlearning.com/chinese/grammar/ASG9YK09		{}
也 + Verb / Adj.<br>昨天 很 冷，今天也很冷。		- The 'also' adverb 'ye'<br>- The English adverb 'too' or 'also' is expressed in Chinese as 也 (yě). In Chinese, italwaysneeds to come before the verb (or adjective).<br>- Since it is anadverb, 也 (yě) is inserted after the subject, before theverborverb phrase.<br>- Subj. + 也 + Verb / [Verb Phrase]<br><ruby>我也喜欢。<rt> Wǒ yě xǐhuan.</rt></ruby><br>I also like it.<br><ruby>我也是 学生 。<rt> Wǒ yě shì xuésheng.</rt></ruby><br>I am a student too.<br><ruby>她也有 一个 儿子。<rt> Tā yě yǒu yī gè érzi.</rt></ruby><br>She also has a son.<br><hr><br>- Let's take one more look at two different English sentences which mean the same thing, but can result in bad Chinese if you translate word-for-word.<br><hr><br>- Note that the translation for the first sentence is 'I also like it.' The translation of the second sentence is 'I like it too,' which is equally correct in English, but translated word-for-word into Chinese, the 也 (yě) comes at the end of the sentence, which is100% wrongin Chinese.<br>- Please note that in English, we replace the word 'too' with 'either' in negative sentences.  For example:<br>- In Chinese, regardless of whether the sentence is positive ('I like themtoo') or negative ('Idon'tlike themeither'), 也 (yě) is used the same way.  Just make sure you put the 也 (yě)beforethe 不 (bù) or other negative part that comes before the verb.<br><ruby>我也不喜欢。<rt> Wǒ yě bù xǐhuan.</rt></ruby><br>I don't like it either.<br><ruby>我也不知道。<rt> Wǒ yě bù zhīdào.</rt></ruby><br>I don't know either.<br><ruby>他也没有。<rt>Tā yě méiyǒu.</rt></ruby><br>He doesn't have it either.<br><hr><br>- 也 (yě) can also be used with adjectives. Remember that forsimple 'noun + adjective' sentencesyou normally need to include an adverb like 很 (hěn) before the adjective. In that case, just put the 也 (yě) before the adverb.<br>- Subj. + 也 (+ Adv.) + Adj.<br><ruby>你也很高。<rt>Nǐ yě hěn gāo.</rt></ruby><br>You are also tall.<br><ruby>他也很胖。<rt> Tā yě hěn  pàng.</rt></ruby><br>He is also fat.<br><ruby>我 爸爸也很帅。<rt>Wǒ bàba yě hěn  shuài.</rt></ruby><br>My dad is also handsome.<br><hr><br>- It can be tricky to know how to say 'me too' when you first study 也 (yě), as you can't say 'wǒ yě' all by itself. That's not a complete sentence; you can't just leave 也 (yě) hanging there with nothing after it.<br>- The all-purpose correct sentence is 'wǒ yě shì,' which literally means, 'I am too,' but can also stand in for 'me too.'<br>- The correct structure uses the verb 是 (shì):<br>- The 'me too' structure works with other subjects, as well. But for these simple examples, we'll stick to the classic 我 (wǒ) subject.<br>- For this next one, you'll notice that the 'me too' reply repeats the original verb 喜欢 (xǐhuan) instead of using 是 (shì). Both ways are possible.<br>- You'll notice that some of those English translations use 'so do I.'  The Chinese works exactly the same; they're just translated that way to produce more natural-sounding English.	https://resources.allsetlearning.com/chinese/grammar/ASGG25MD		{}
Noun 1 + 和 + Noun 2<br>我和他 都 不 去。		- Expressing 'and' with 'he'<br>- When listing out multiple nouns, 和 (hé) is there to help you out. Just remember that 和 (hé) isn't a word you can use to translate justanyusage of the English word 'and.'<br>- The most common way to express 'and' in Chinese is with 和 (hé). It's important to note that 和 (hé)is mainly used to link nouns. This is how you should use itexclusivelyas you get used to it. Don't try to linkverbs(or whole sentences) with 和 (hé).<br>- Noun 1 + 和 + Noun 2<br><ruby>你和我<rt>nǐ hé wǒ</rt></ruby><br>you and I<br><ruby>老板 喜欢咖啡和茶。<rt>Lǎobǎn xǐhuan kāfēi hé chá.</rt></ruby><br>The boss likes coffee and tea.<br><ruby>我 的 爷爷和奶奶都 70 岁 。<rt>Wǒ de yéye hé  nǎinai dōu qīshí suì.</rt></ruby><br>My grandpa and grandma are both 70 years old.<br><hr><br>- (If you're unclear why the 都 (dōu) is used in the sentences above, see our article onthe adverb 都 (dōu).)<br>- Just to be absolutely clear what we mean by using 和 (hé) with nouns only, here are two English examples of what you should and shouldn't try to express with 和 (hé):	https://resources.allsetlearning.com/chinese/grammar/ASGP0KFF		{}
A + 还是 + B ?<br>你 要 喝 茶还是咖啡 ?		- Offering choices with 'haishi'<br>- 还是 (háishì) is used in Chinese to provide options in aquestion. This is equivalent to one of our uses of 'or' in English.<br>- Option A + 还是 + Option B ?<br>- When you're asked a question of this form, there are two ways you're expected to answer: either Option A or Option B.  (Pick one, but not both.)  It's not that no other answers are possible, it's that usually when you're asked a question this way, the person asking expects you to just choose one.  For example, if asked if you'd like to drink coffee or tea, most people are going to choose one or the other, not ask for both. 还是 (háishì) is used to ask people to make that choice between the two.<br>- You can take the structure above, add a subject and a verb, and create all kinds of questions with the following structure:<br>- Subj. + Verb + Option A + 还是 + Option B ?<br><ruby>这 是水还是酒？<rt>Zhè shì shuǐ  háishì jiǔ?</rt></ruby><br>Is this water or alcohol?<br><ruby>他 是美国 人还是英国 人？<rt>Tā shì Měiguó rén  háishì Yīngguó rén?</rt></ruby><br>Is he American or British?<br><ruby>你 喜欢我还是我 的 钱？<rt>Nǐ xǐhuan wǒ  háishì wǒ de qián?</rt></ruby><br>Do you like me or my money?<br><hr><br>- Please note that 还是 (háishì) is for offering options in aquestion.  It should not be used for'or' in statements.	https://resources.allsetlearning.com/chinese/grammar/ASGA8NIB		{}
Subj. + Number + 岁<br>我 20岁。		- Age with 'sui'<br>- Use 岁 (suì) to give a person's age, similar to how we say 'years old' in English. There are a details that work differently from English, however.<br>- The structure for telling someone's age with 岁 (suì) is:<br>- Subj. + Number + 岁<br>- This is equivalent to someone 'isx years old' in English. Notice that you don't need to include any verb when you use 岁 (suì).<br><ruby>我 20岁。<rt>Wǒ èrshí suì.</rt></ruby><br>I am 20 years old.<br><ruby>我 儿子 一岁。<rt>Wǒ érzi yī suì.</rt></ruby><br>My son is one year old.<br><ruby>我 妈妈 今年 45岁。<rt>Wǒ māma jīnnián sìshí-wǔ suì.</rt></ruby><br>My mother is 45 years old this year.<br><hr><br>- Note that you shouldn't use either the verb是(shì) or themeasure wordlike个(gè)  in any of these sentences.<br><hr><br>- The word for 'half' in Chinese is 半 (bàn), and you simply add this after 岁 (suì).<br>- Subj. + Number + 岁 + 半<br><ruby>她两岁半。<rt>Tā liǎng suì bàn.</rt></ruby><br>She is two and a half years old.<br><ruby>我 儿子 一岁半。<rt>Wǒ érzi yī suì bàn.</rt></ruby><br>My son is one and a half years old.<br><hr>	https://resources.allsetlearning.com/chinese/grammar/ASGQUKJF		{}
Number + 个 + Noun<br>一个人 。		- Measure word 'ge'<br>- 个 (gè) is the most commonly usedmeasure word. It can be used in a pinch for any noun if you can't think of a more precise measure word. (Although you might not sound quite as smart, you'll still get your point across). Also, for many nouns, 个 (gè)isthe only correct measure word.<br>- The general structure for 个 (gè) and measure words in general is:<br>- Number + 个 + Noun<br>- Any time you want to statehow manyof a noun in Chinese, you probably need a measure word.  First get used to how they are used with 个 (gè).<br>- Verb + 个 + Noun<br>- If the number is one (1), you can omit it and use 个 (gè) by itself. This is similar to 'a' or 'an' in English, for example in 'a person' or 'an idiot.' (The tone on 个 (gè) is normally somewhat de-emphasized in this usage, but still written as fourth tone. You don't need to stress about it, though.)<br><ruby>他 是个老外。<rt>Tā shì gè lǎowài.</rt></ruby><br>He is a foreigner.<br><ruby>我 有个儿子。<rt>Wǒ yǒu gè érzi.</rt></ruby><br>I have a son.<br><ruby>她 是个好 老师。<rt>Tā shì gè hǎo lǎoshī.</rt></ruby><br>She is a good teacher.<br><hr>	https://resources.allsetlearning.com/chinese/grammar/ASGI0T9S		{}
Number + 年 + Number + 月 + Number + 日<br>今天 是2011年 11月 11日/号。		- Structure of dates<br>- Dates in Chinese follow the order 'year, month, day.' This is in keeping with the 'from big to small' trend which pervades many facets of Chinese culture.<br>- Dates are arranged from largest unit to smallest:year, month, day.<br>- x 年 + y 月 + z 日<br>- So April 1st, 2019 is2019年4月1日 (èr-líng-yī-jiǔniánSìyuèyīrì).<br>- Note that 号 (hào) is commonly used inspokenMandarin instead of 日 (rì):<br>- x 年 + y 月 + z 号<br>- The above example becomes:2019年4月1号 (èr-líng-yī-jiǔniánSìyuèyīhào). In written Chinese, however, you will see 日 (rì) rather than 号 (hào).<br><ruby>1868年1月18号<rt>Yī-bā-liù-bā nián Yīyuè shíbā hào</rt></ruby><br>January 18, 1868<br><ruby>1910年8月9号<rt>Yī-jiǔ-yī-líng nián Bāyuè jiǔ hào</rt></ruby><br>August 9, 1910<br><ruby>2001年7月20日<rt>èr-líng-líng-yī nián Qīyuè èrshí rì</rt></ruby><br>July 20th, 2001<br><hr>	https://resources.allsetlearning.com/chinese/grammar/ASGT3KF6		{}
星期 + Number<br>今天星期三。		- Structure of days of the week<br>- 星期 (xīngqī) means 'week' in Chinese. This is also used to indicate which weekday you are talking about.<br>- Days of the week in Chinese are formed by the word 'week' followed by a number:<br>- Notice that Sunday is the only exception. Rather than a number, 天 (tiān) is used. More formally, Sunday is also referred to as 星期日 (Xīngqīrì).<br>- One other implication of this system that you may not have noticed: 'day one' is Monday. In Chinese culture, the first day of the week is Monday, andnotSunday.<br>- Hopefully this doesn't freak you out, but there are actually two other ways to say 'week' in Chinese. You should still learn 星期 (xīngqī) first, and that's really all you need as a beginner.<br>- The other words for 'week' are 礼拜 (lǐbài) and 周 (zhōu). Skip them for now unless you really need them.	https://resources.allsetlearning.com/chinese/grammar/ASGVH4Q5		{}
